bar_attire,bar_bestnights,bar_category,bar_dancing,bar_happy,bar_name,bar_nhood,bar_outdoor,bar_parking,bar_phone,bar_reservations,bar_tv,bar_wheelchair,creditCard,num_reviews,num_stars,price_range,6-number_stars,popl index,pop_index2,,,,,,,,,0
Casual,"Thu, Fri, Sat",Pubs,No,N/A,Merrion Square Pub,"Yorkville, Upper East Side",No,"Garage, Street",(212) 831-7696,No,Yes,N/A,Yes,206,3.5,$,2.5,82.4,721,,,,,,,,,
N/A,N/A,Sports Bars,No,Yes,Triona’s,Greenwich Village,No,Street,(212) 982-5222,No,Yes,N/A,Yes,108,4,$,2,54,432,,,,,,,,,
N/A,N/A,Wine Bars,N/A,Yes,Vanguard Wine Bar,"Kips Bay, Midtown East",No,Street,(212) 447-9463,No,Yes,N/A,Yes,66,4,$$,2,33,264,,,,,,,,,
N/A,N/A,Bars,No,Yes,Bookmarks,"Midtown East, Murray Hill",Yes,Street,(212) 204-5498,Yes,No,N/A,Yes,173,3.5,$$$,2.5,69.2,605.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Pubs,No,N/A,Pig n Whistle,Midtown West,No,Street,(212) 239-4820,Yes,Yes,N/A,Yes,160,3.5,$$,2.5,64,560,,,,,,,,,
N/A,N/A,Beer Bar,No,No,BierWax,Prospect Heights,Yes,Street,(347) 533-8449,No,No,Yes,Yes,39,4.5,$$,1.5,26,175.5,,,,,,,,,
Casual,"Wed, Fri, Sat",Irish,No,N/A,Blarney Rock Pub,Midtown West,No,Street,(212) 947-0825,No,Yes,N/A,Yes,172,3.5,$$,2.5,68.8,602,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,No,Mother of Pearl,"East Village, Alphabet City",No,Street,(212) 614-6818,Yes,No,No,Yes,328,4,$$,2,164,1312,,,,,,,,,
Casual,Sat,Mexican,No,Yes,El Centro,"Theater District, Hell's Kitchen, Midtown West",Yes,Street,(646) 763-6585,No,No,N/A,Yes,769,4,$$,2,384.5,3076,,,,,,,,,
Casual,N/A,Bars,No,N/A,Faces & Names,"Theater District, Midtown West",No,"Garage, Street",(212) 586-9311,Yes,Yes,N/A,Yes,324,3.5,$$,2.5,129.6,1134,,,,,,,,,
N/A,N/A,Bars,N/A,Yes,Westside Tavern,Chelsea,No,Street,(212) 366-3738,No,Yes,N/A,Yes,69,3,$$,3,23,207,,,,,,,,,
N/A,"Sat, Sun",Gay Bars,Yes,Yes,Dive Bar Lounge,"Hell's Kitchen, Midtown West",Yes,N/A,(646) 756-5230,No,Yes,N/A,Yes,49,3,$,3,16.33333333,147,,,,,,,,,
Casual,"Thu, Fri, Sat",Wine Bars,No,No,Wine:34,"Murray Hill, Midtown East",Yes,N/A,(212) 213-1700,Yes,No,N/A,Yes,57,4.5,$$,1.5,38,256.5,,,,,,,,,
Casual,Wed,Wine Bars,No,No,Le Botaniste,Upper East Side,No,Street,(917) 262-0766,No,No,No,Yes,329,4.5,$$,1.5,219.3333333,1480.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Bars,No,N/A,Eastwood,Lower East Side,No,Street,(212) 233-0124,No,No,N/A,Yes,131,4,$$,2,65.5,524,,,,,,,,,
N/A,N/A,American (New),N/A,Yes,Copinette,Midtown East,No,N/A,(212) 903-4001,Yes,Yes,Yes,Yes,36,4,$$,2,18,144,,,,,,,,,
Casual,"Thu, Fri, Sat",Cocktail Bars,No,Yes,Black Crescent,Lower East Side,No,Street,(212) 477-1771,No,No,N/A,Yes,142,4,$$,2,71,568,,,,,,,,,
Casual,N/A,Bars,No,Yes,Boat Basin Café,Upper West Side,Yes,Street,(212) 496-5542,No,Yes,N/A,Yes,660,3.5,$$,2.5,264,2310,,,,,,,,,
Dressy,"Thu, Fri, Sat",Bars,Yes,Yes,Common Ground,"Meatpacking District, West Village",Yes,Street,(212) 255-7484,Yes,Yes,No,Yes,53,3,$$$,3,17.66666667,159,,,,,,,,,
Casual,N/A,Italian,No,No,Mercato,"Midtown West, Hell's Kitchen",No,Street,(212) 643-2000,Yes,No,N/A,Yes,746,4,$$,2,373,2984,,,,,,,,,
N/A,N/A,Lounges,Yes,Yes,et al.,Lower East Side,N/A,N/A,(917) 341-6856,Yes,No,N/A,Yes,14,4,$$$$,2,7,56,,,,,,,,,
N/A,"Tue, Fri, Sat",Cocktail Bars,No,Yes,Ramona,Greenpoint,No,Street,(347) 227-8164,No,No,N/A,Yes,107,4.5,$$,1.5,71.33333333,481.5,,,,,,,,,
Casual,"Tue, Fri, Sat",Bars,N/A,N/A,One Mile House,Lower East Side,Yes,Street,(646) 559-0702,Yes,No,N/A,Yes,208,4,$$,2,104,832,,,,,,,,,
N/A,N/A,Beer Bar,No,Yes,The Beerkeeper,Woodside,No,Street,(718) 899-1678,Yes,Yes,Yes,Yes,36,4,$$,2,18,144,,,,,,,,,
N/A,N/A,Dive Bars,N/A,Yes,Fish Bar,East Village,No,Street,(212) 475-4949,No,No,N/A,No,76,4,$,2,38,304,,,,,,,,,
N/A,"Thu, Fri, Sat",Beer Bar,No,N/A,Beer Authority,"Midtown West, Theater District, Hell's Kitchen",Yes,"Garage, Street",(212) 510-8415,Yes,Yes,N/A,Yes,561,3.5,$$,2.5,224.4,1963.5,,,,,,,,,
N/A,N/A,American (New),N/A,Yes,BLVD Bistro & Bar,Rego Park,N/A,N/A,(917) 832-6015,Yes,Yes,N/A,Yes,15,4.5,$$,1.5,10,67.5,,,,,,,,,
N/A,"Wed, Thu",Dive Bars,No,Yes,Subway Inn,Upper East Side,No,N/A,(212) 758-0900,No,Yes,Yes,Yes,49,3.5,$$,2.5,19.6,171.5,,,,,,,,,
N/A,"Wed, Fri, Sat",Sports Bars,No,Yes,The Irish Pub,"Theater District, Midtown West",Yes,Street,(212) 664-9364,Yes,Yes,Yes,Yes,177,3.5,$$,2.5,70.8,619.5,,,,,,,,,
N/A,N/A,German,No,Yes,GRÜNHAUS,Lower East Side,N/A,Street,(212) 228-0027,No,No,N/A,Yes,23,4,$$,2,11.5,92,,,,,,,,,
N/A,N/A,Gay Bars,N/A,Yes,Suite,Manhattan Valley,No,Street,(212) 222-4600,No,Yes,N/A,Yes,50,3.5,$$,2.5,20,175,,,,,,,,,
N/A,N/A,Bars,No,Yes,Black & White,East Village,No,Street,(212) 253-0246,No,No,N/A,Yes,119,3.5,$$,2.5,47.6,416.5,,,,,,,,,
N/A,"Mon, Fri, Sat",Wine Bars,No,No,Wine Escape,"Midtown West, Hell's Kitchen",No,Street,(212) 262-7000,Yes,No,N/A,Yes,163,4.5,$$,1.5,108.6666667,733.5,,,,,,,,,
Casual,"Thu, Fri, Sat",Sports Bars,No,N/A,Murphy’s Law,Upper East Side,No,Street,(212) 628-3724,Yes,Yes,N/A,Yes,78,3.5,$$,2.5,31.2,273,,,,,,,,,
Dressy,N/A,Italian,No,Yes,Ristorante Morini,Upper East Side,Yes,"Garage, Street",(212) 249-0444,Yes,No,Yes,Yes,246,4,$$$,2,123,984,,,,,,,,,
Casual,Wed,Breakfast & Brunch,No,Yes,Pig ‘N’ Whistle,"Theater District, Midtown West",No,Garage,(917) 639-3864,No,Yes,Yes,Yes,73,3.5,$$,2.5,29.2,255.5,,,,,,,,,
N/A,"Thu, Fri, Sat",Bars,N/A,Yes,Marshall Stack,Lower East Side,No,Street,(212) 228-4667,No,Yes,N/A,No,222,4,$$,2,111,888,,,,,,,,,
Casual,"Fri, Sat, Sun",American (Traditional),N/A,N/A,Lips,Midtown East,No,"Garage, Street",(212) 675-7710,Yes,No,N/A,Yes,570,4,$$,2,285,2280,,,,,,,,,
N/A,Tue,Cocktail Bars,No,Yes,Baby Jane,Clinton Hill,No,Street,(646) 469-3333,No,Yes,No,Yes,42,4.5,$$,1.5,28,189,,,,,,,,,
Casual,"Thu, Fri, Sat",American (Traditional),N/A,Yes,The Parlour,Upper West Side,No,Street,(212) 580-8923,No,Yes,No,Yes,138,3,$$,3,46,414,,,,,,,,,
N/A,"Thu, Fri, Sat",Dive Bars,Yes,N/A,Mama’s Bar,"Alphabet City, East Village",No,Street,(212) 777-5729,No,Yes,N/A,Yes,105,3.5,$,2.5,42,367.5,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,Rarities,Midtown East,N/A,N/A,(917) 202-8379,Yes,N/A,N/A,Yes,1,5,$$$$,1,1,5,,,,,,,,,
N/A,"Thu, Fri, Sat",Pubs,N/A,Yes,Gabby O’Hara’s,Midtown West,No,Street,(212) 278-8984,No,Yes,N/A,Yes,99,3.5,$$,2.5,39.6,346.5,,,,,,,,,
N/A,N/A,Pizza,No,Yes,Hop House Harlem,Harlem,Yes,Street,(646) 858-0252,No,Yes,Yes,Yes,91,4,$$,2,45.5,364,,,,,,,,,
N/A,N/A,Lounges,No,N/A,Flûte Midtown,Midtown West,No,Street,(212) 265-5169,Yes,No,N/A,Yes,248,3.5,$$$,2.5,99.2,868,,,,,,,,,
N/A,"Thu, Fri, Sat",Lounges,N/A,Yes,Cibar,Gramercy,Yes,Street,(212) 460-5656,Yes,No,N/A,Yes,282,4,$$$,2,141,1128,,,,,,,,,
Casual,"Fri, Sat, Sun",Sports Bars,Yes,Yes,The Grayson,East Village,No,Street,(212) 510-8726,No,Yes,Yes,Yes,185,4,$$,2,92.5,740,,,,,,,,,
Casual,N/A,American (New),No,Yes,Villanelle,"Union Square, Greenwich Village",No,Street,(212) 989-2474,Yes,No,Yes,Yes,57,4.5,$$$,1.5,38,256.5,,,,,,,,,
Casual,N/A,Gastropubs,No,N/A,The Malt House,Greenwich Village,Yes,Street,(212) 228-7713,Yes,Yes,N/A,Yes,382,4,$$,2,191,1528,,,,,,,,,
N/A,"Thu, Fri, Sat",Wine Bars,No,N/A,The Immigrant,East Village,No,Street,(646) 308-1724,N/A,No,N/A,Yes,351,4,$$,2,175.5,1404,,,,,,,,,
N/A,"Fri, Sat, Sun",Sports Bars,No,Yes,At the Wallace,Harlem,No,Street,(212) 234-6896,No,Yes,Yes,Yes,161,4.5,$$,1.5,107.3333333,724.5,,,,,,,,,
Casual,"Fri, Sat, Sun",Bars,No,No,49 Monroe,Two Bridges,No,Street,(917) 472-7732,No,No,Yes,Yes,137,4.5,$$,1.5,91.33333333,616.5,,,,,,,,,
N/A,Fri,Cocktail Bars,No,Yes,Elsa,Cobble Hill,Yes,N/A,(917) 882-7395,No,No,N/A,Yes,66,4.5,$$,1.5,44,297,,,,,,,,,
Casual,N/A,Cocktail Bars,No,Yes,W XYZ Bar,Downtown Brooklyn,No,N/A,(718) 256-3833,No,Yes,N/A,Yes,5,4.5,$$,1.5,3.333333333,22.5,,,,,,,,,
Casual,N/A,American (New),N/A,N/A,The East Pole,Upper East Side,Yes,Street,(212) 249-2222,Yes,No,N/A,Yes,217,3.5,$$$,2.5,86.8,759.5,,,,,,,,,
N/A,N/A,American (New),No,Yes,Monk Mcginn’s,TriBeCa,N/A,N/A,(917) 265-8961,Yes,N/A,N/A,Yes,29,4.5,$$$,1.5,19.33333333,130.5,,,,,,,,,
Casual,N/A,Pubs,N/A,N/A,Cassidy’s Ale House,Jackson Heights,No,Street,(718) 424-6549,No,Yes,N/A,Yes,57,4,$$,2,28.5,228,,,,,,,,,
Casual,"Wed, Fri, Sat",Bars,No,Yes,The Keep,Bushwick,No,Street,(718) 381-0400,No,No,N/A,No,50,4,$$,2,25,200,,,,,,,,,
N/A,N/A,Lounges,N/A,N/A,Bar Bella,Midtown West,N/A,N/A,(212) 247-8000,N/A,N/A,N/A,N/A,1,4,$$,2,0.5,4,,,,,,,,,
Casual,N/A,French,No,Yes,Little Prince,South Village,Yes,Street,(212) 335-0566,Yes,No,N/A,Yes,280,3.5,$$$,2.5,112,980,,,,,,,,,
N/A,N/A,Cocktail Bars,No,No,Underdog,Financial District,Yes,N/A,(917) 409-0251,No,No,N/A,Yes,50,3.5,$$,2.5,20,175,,,,,,,,,
Casual,"Thu, Fri, Sat",Mexican,No,Yes,Casa Neta,Flatiron,No,N/A,(212) 529-7870,Yes,No,Yes,Yes,98,4,$$,2,49,392,,,,,,,,,
N/A,N/A,Bars,No,Yes,Cardiff Giant,Clinton Hill,Yes,Street,(929) 337-7873,No,No,Yes,Yes,35,4,$$,2,17.5,140,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
